Key	Type	Desc	Українська [c0]
Items/WoodBreastArmorDesc	Text		Дуже грубий обладунок для верхньої частини тіла. Забезпечує незначний захист.
Items/WoodBridge	Text		Дерев'яний міст
Items/WoodBridgeDesc	Text		Використовується для переходу через прірви та воду, але також може слугувати гарною підлогою.
Items/WoodDesc	Text		Шматок гігантського кореня для створення всіляких речей.
Items/WoodDoor	Text		Дерев'яні двері
Items/WoodDoorDesc	Text		Закрийте свою базу за допомогою цих простих дверей.
Items/WoodFence	Text		Дерев'яний паркан
Items/WoodFenceDesc	Text		Проста огорожа для захисту того, що належить вам по праву.
Items/WoodFenceGate	Text		Хвіртка для дерев'яного паркану
Items/WoodFenceGateDesc	Text		Проста хвіртка для дерев'яного паркану.
Items/WoodFishingRod	Text		Дерев'яна вудка для риболовлі
Items/WoodFishingRodDesc	Text		Грубий інструмент для витягування риби.
Items/WoodFloor	Text		Дерев'яна підлога
Items/WoodFloorDesc	Text		Прості дерев'яні планки для декорування вашої основи.
Items/WoodHelm	Text		Дерев'яний шолом
Items/WoodHelmDesc	Text		Невеликий захист для голови, але незабаром вам слід пошукати кращі варіанти.
Items/WoodHoe	Text		Дерев'яна мотика
Items/WoodHoeDesc	Text		Грубий інструмент для підготовки землі до землеробства.
Items/WoodMiningPick	Text		Дерев'яна кирка
Items/WoodMiningPickDesc	Text		Грубий інструмент, корисний для ламання стін.
Items/WoodPantsArmor	Text		Дерев'яні штани
Items/WoodPantsArmorDesc	Text		Наступна найкраща річ, коли справа доходить до нижньої частини тіла.
Items/WoodPillar	Text		Дерев'яний стовп
Items/WoodPillarDesc	Text		Цей декоративний дерев'яний стовп - лише базова конструкція для безлічі більш яскравих варіантів.
Items/WoodShield	Text		Дерев'яний щит
Items/WoodShieldDesc	Text		Корисний підручний предмет для блокування ударів ворогів.
Items/WoodShovel	Text		Дерев'яна лопата
Items/WoodShovelDesc	Text		Груба лопата, корисна для копання землі.
Items/WoodStool	Text		Дерев'яний стілець
Items/WoodStoolDesc	Text		Простий, зручний табурет, зроблений з дерева. Справжній любитель може перетворити його на щось більш красиве.
